,location,total_sqft,bath,price,bhk
4769,Lakshminarayana Pura,1190.0,2.0,75.0,2.0
4770,Lakshminarayana Pura,1200.0,2.0,75.0,2.0
4771,Lakshminarayana Pura,1200.0,2.0,75.0,2.0
4772,Lakshminarayana Pura,1165.0,2.0,75.0,2.0
4773,Lakshminarayana Pura,1145.0,2.0,75.0,2.0
4774,Lakshminarayana Pura,1500.0,3.0,104.0,3.0
4775,Lakshminarayana Pura,1210.0,2.0,75.0,2.0
4776,Lakshminarayana Pura,1169.0,2.0,75.0,2.0
4777,Lakshminarayana Pura,1200.0,2.0,75.0,2.0
4778,Lakshminarayana Pura,1172.0,2.0,75.0,2.0
4779,Lakshminarayana Pura,1172.0,2.0,75.0,2.0
4780,Lakshminarayana Pura,1180.0,2.0,75.0,2.0
4781,Lakshminarayana Pura,1200.0,2.0,83.0,2.0
4782,Lakshminarayana Pura,1200.0,2.0,80.0,2.0
4783,Lakshminarayana Pura,1195.0,2.0,75.0,2.0
4784,Lakshminarayana Pura,1200.0,2.0,80.0,2.0
4785,Lingadheeranahalli,1521.0,3.0,95.0,3.0
4786,Lingadheeranahalli,1511.0,3.0,95.0,3.0
4787,Lingadheeranahalli,1683.0,3.0,109.0,3.0
4788,Lingadheeranahalli,1519.0,3.0,93.0,3.0
4789,Lingadheeranahalli,1521.0,3.0,94.99,3.0
4790,Lingadheeranahalli,1682.0,3.0,120.0,3.0
4791,Lingadheeranahalli,1521.0,3.0,94.71,3.0
4792,Lingadheeranahalli,1893.0,3.0,130.0,3.0
4793,Lingadheeranahalli,1705.0,3.0,110.0,3.0
4794,Lingadheeranahalli,2245.0,4.0,154.0,4.0
4795,Lingadheeranahalli,1682.0,3.0,113.0,3.0
4796,Lingadheeranahalli,1682.0,3.0,114.0,3.0
4797,Lingadheeranahalli,1506.0,3.0,95.0,3.0
4798,Lingadheeranahalli,1683.0,3.0,110.0,3.0
4799,Lingadheeranahalli,1684.0,3.0,120.0,3.0
4800,Lingadheeranahalli,2236.0,4.0,153.0,4.0
4802,Lingadheeranahalli,2240.0,4.0,160.0,4.0
4807,Magadi Road,1005.0,2.0,55.78,2.0
4808,Magadi Road,1500.0,2.0,93.0,2.0
4809,Magadi Road,1350.0,1.0,100.0,1.0
4815,Magadi Road,1052.0,2.0,60.0,2.0
4823,Mahadevpura,730.0,1.0,35.0,1.0
4828,Mahadevpura,1136.0,2.0,64.5,2.0
4831,Mahadevpura,1601.0,3.0,95.0,3.0
4841,Mahalakshmi Layout,1575.0,5.0,158.0,5.0
4842,Mahalakshmi Layout,1105.0,2.0,80.0,2.0
4843,Mahalakshmi Layout,1200.0,3.0,160.0,3.0
4844,Mahalakshmi Layout,1080.0,2.0,67.0,2.0
4845,Mahalakshmi Layout,1200.0,2.0,110.0,2.0
4846,Mahalakshmi Layout,1876.0,3.0,150.0,3.0
4847,Mallasandra,1665.0,3.0,95.0,3.0
4855,Mallasandra,1325.0,2.0,73.0,2.0
4859,Mallasandra,1100.0,2.0,76.3,2.0
4870,Malleshpalya,1421.0,2.0,90.0,2.0
4874,Malleshwaram,705.0,1.0,67.0,1.0
4875,Malleshwaram,12000.0,7.0,2200.0,7.0
4876,Malleshwaram,2500.0,5.0,325.0,5.0
4877,Malleshwaram,2006.0,3.0,297.0,3.0
4878,Malleshwaram,686.0,1.0,62.5,1.0
4879,Malleshwaram,2475.0,4.0,332.0,4.0
4880,Malleshwaram,2610.0,3.0,399.0,3.0
4881,Malleshwaram,2475.0,4.0,320.0,4.0
4882,Malleshwaram,900.0,2.0,95.0,2.0
4883,Malleshwaram,1420.0,2.0,158.0,2.0
4884,Malleshwaram,2000.0,3.0,250.0,3.0
4885,Malleshwaram,2215.0,3.0,275.0,3.0
4886,Malleshwaram,1600.0,3.0,160.0,3.0
4887,Malleshwaram,2475.0,4.0,300.0,4.0
4888,Malleshwaram,2600.0,3.0,237.0,3.0
4889,Malleshwaram,2215.0,4.0,310.0,4.0
4890,Malleshwaram,480.0,1.0,60.0,1.0
4891,Malleshwaram,1290.0,2.0,120.0,2.0
4892,Malleshwaram,2475.0,4.0,326.0,4.0
4893,Malleshwaram,2476.0,3.0,337.0,3.0
4894,Malleshwaram,900.0,2.0,90.0,2.0
4895,Malleshwaram,2250.0,3.0,200.0,3.0
4896,Malleshwaram,2050.0,4.0,270.0,4.0
4897,Malleshwaram,900.0,2.0,72.0,2.0
4898,Malleshwaram,620.0,1.0,86.8,1.0
4899,Malleshwaram,600.0,1.0,68.0,1.0
4900,Malleshwaram,2475.0,4.0,337.0,4.0
4901,Malleshwaram,2215.0,3.0,275.0,3.0
4902,Malleshwaram,2215.0,3.0,330.0,3.0
4903,Malleshwaram,2800.0,4.0,252.0,4.0
4904,Malleshwaram,1020.0,2.0,80.0,2.0
4905,Malleshwaram,600.0,1.0,90.0,1.0
4906,Malleshwaram,2200.0,3.0,275.0,3.0
4907,Malleshwaram,2475.0,4.0,326.0,4.0
4908,Malleshwaram,1500.0,2.0,140.0,2.0
4909,Malleshwaram,2475.0,4.0,340.0,4.0
4910,Malleshwaram,1400.0,2.0,190.0,2.0
4911,Malleshwaram,2475.0,4.0,300.0,4.0
4912,Malleshwaram,2400.0,3.0,380.0,3.0
4913,Malleshwaram,580.0,1.0,45.0,1.0
4914,Malleshwaram,1410.0,2.0,125.0,2.0
4915,Malleshwaram,2610.0,4.0,306.0,4.0
4920,Marathahalli,1933.0,3.0,140.0,3.0
4922,Marathahalli,1230.0,2.0,80.0,2.0
4923,Marathahalli,3800.0,4.0,250.0,4.0
4925,Marathahalli,1215.0,2.0,67.0,2.0
4926,Marathahalli,2181.0,3.0,152.0,3.0
4933,Marathahalli,1610.0,3.0,90.0,3.0
4934,Marathahalli,1146.0,2.0,70.0,2.0
4936,Marathahalli,1469.0,3.0,89.0,3.0
4944,Marathahalli,1583.0,3.0,105.0,3.0
4952,Marathahalli,1900.0,3.0,123.0,3.0
4953,Marathahalli,1045.0,2.0,60.0,2.0
4961,Marathahalli,1208.0,2.0,70.0,2.0
4962,Marathahalli,1325.0,1.0,92.0,1.0
4963,Marathahalli,1525.0,3.0,90.0,3.0
4964,Marathahalli,1937.0,3.0,140.0,3.0
4965,Marathahalli,1550.0,3.0,83.0,3.0
4966,Marathahalli,1350.0,2.0,86.0,2.0
4972,Marathahalli,607.0,1.0,35.0,1.0
4973,Marathahalli,1583.0,3.0,109.0,3.0
4975,Marathahalli,1360.0,2.0,103.0,2.0
4978,Marathahalli,615.0,1.0,44.0,1.0
4979,Marathahalli,1595.0,3.0,90.0,3.0
4980,Marathahalli,1350.0,2.0,89.0,2.0
4981,Marathahalli,1020.0,2.0,57.0,2.0
4982,Marathahalli,1600.0,3.0,88.0,3.0
4983,Marathahalli,780.0,1.0,55.0,1.0
4984,Marathahalli,1710.0,3.0,100.0,3.0
4986,Marathahalli,1358.0,2.0,81.0,2.0
4987,Marathahalli,1205.0,2.0,75.0,2.0
4988,Marathahalli,1730.0,3.0,110.0,3.0
4989,Marathahalli,1583.0,3.0,115.0,3.0
4990,Marathahalli,1200.0,2.0,67.0,2.0
4993,Marathahalli,1050.0,2.0,65.0,2.0
5001,Marathahalli,1710.0,3.0,100.0,3.0
5002,Marathahalli,1680.0,3.0,105.0,3.0
5003,Marathahalli,1910.0,3.0,119.0,3.0
5004,Marathahalli,1602.0,2.0,104.0,2.0
5005,Marathahalli,700.0,1.0,38.0,1.0
5006,Marathahalli,1469.0,3.0,89.0,3.0
5008,Marathahalli,1690.0,3.0,116.0,3.0
5010,Marathahalli,1693.0,3.0,125.0,3.0
5011,Marathahalli,1693.0,3.0,125.0,3.0
5013,Marathahalli,1595.0,3.0,88.0,3.0
5014,Marathahalli,2122.0,3.0,125.0,3.0
5015,Marathahalli,1730.0,3.0,115.0,3.0
5019,Marathahalli,1950.0,3.0,115.0,3.0
5022,Marathahalli,1350.0,2.0,90.0,2.0
5029,Marathahalli,3400.0,4.0,235.0,4.0
5030,Marathahalli,1350.0,2.0,99.0,2.0
5037,Marathahalli,1700.0,3.0,126.0,3.0
5039,Marathahalli,1270.0,2.0,73.0,2.0
5042,Marathahalli,1550.0,3.0,85.0,3.0
5044,Marathahalli,1144.0,2.0,65.0,2.0
5046,Marathahalli,1100.0,2.0,75.0,2.0
5050,Marathahalli,1839.0,3.0,130.0,3.0
5051,Marathahalli,1170.0,2.0,85.0,2.0
5054,Marathahalli,1449.0,3.0,110.0,3.0
5055,Marathahalli,1360.0,2.0,101.0,2.0
5059,Marathahalli,1270.0,2.0,80.0,2.0
5063,Marathahalli,1485.0,2.0,90.0,2.0
5064,Marathahalli,1146.0,2.0,69.0,2.0
5067,Margondanahalli,1200.0,2.0,67.0,2.0
5069,Margondanahalli,1000.0,2.0,57.0,2.0
5071,Margondanahalli,600.0,2.0,35.0,2.0
5072,Margondanahalli,1200.0,2.0,69.0,2.0
5075,Margondanahalli,900.0,2.0,55.0,2.0
5077,Margondanahalli,900.0,2.0,55.0,2.0
5078,Margondanahalli,1152.0,1.0,66.0,1.0
5081,Margondanahalli,1050.0,2.0,58.0,2.0
5082,Margondanahalli,1160.0,2.0,65.0,2.0
5084,Marsur,1800.0,4.0,145.0,4.0
5085,Marsur,1200.0,3.0,90.0,3.0
5086,Marsur,497.0,1.0,17.0,1.0
5087,Marsur,497.0,1.0,25.0,1.0
5089,Marsur,497.0,1.0,20.0,1.0
5091,Marsur,497.0,1.0,20.0,1.0
5096,Mico Layout,800.0,1.0,29.5,1.0
5108,Munnekollal,1210.0,2.0,75.0,2.0
5117,Murugeshpalya,1296.0,2.0,81.0,2.0
5120,Murugeshpalya,2135.0,3.0,160.0,3.0
5121,Murugeshpalya,1185.0,2.0,85.0,2.0
5128,Murugeshpalya,1175.0,2.0,75.0,2.0
5129,Mysore Road,1175.0,2.0,73.5,2.0
5132,Mysore Road,1200.0,2.0,85.0,2.0
5133,Mysore Road,1175.0,2.0,73.5,2.0
5136,Mysore Road,1060.0,2.0,62.0,2.0
5139,Mysore Road,1525.0,3.0,96.0,3.0
5144,Mysore Road,1512.0,2.0,110.0,2.0
5145,Mysore Road,1560.0,3.0,115.0,3.0
5148,Mysore Road,900.0,2.0,65.0,2.0
5150,Mysore Road,883.0,2.0,50.0,2.0
5153,Mysore Road,1237.0,2.0,73.0,2.0
5155,Mysore Road,1170.0,2.0,65.0,2.0
5159,Mysore Road,1568.0,2.0,100.0,2.0
5161,Mysore Road,1175.0,2.0,70.5,2.0
5162,Mysore Road,1080.0,2.0,60.0,2.0
5165,Mysore Road,1175.0,2.0,86.68,2.0
5179,NRI Layout,1250.0,2.0,75.0,2.0
5183,Nagarbhavi,1630.0,2.0,98.0,2.0
5184,Nagarbhavi,1350.0,3.0,150.0,3.0
5185,Nagarbhavi,1200.0,2.0,150.0,2.0
5187,Nagarbhavi,2400.0,3.0,160.0,3.0
5189,Nagarbhavi,600.0,2.0,80.0,2.0
5195,Nagarbhavi,1200.0,2.0,150.0,2.0
5196,Nagarbhavi,1400.0,2.0,85.0,2.0
5199,Nagarbhavi,300.0,1.0,20.0,1.0
5200,Nagarbhavi,1250.0,3.0,175.0,3.0
5201,Nagarbhavi,710.0,2.0,40.0,2.0
5212,Nagarbhavi,1050.0,2.0,80.0,2.0
5213,Nagarbhavi,2500.0,3.0,180.0,3.0
5215,Nagarbhavi,1250.0,3.0,170.0,3.0
5217,Nagarbhavi,1400.0,2.0,135.0,2.0
5221,Nagarbhavi,1800.0,3.0,180.0,3.0
5224,Nagasandra,1500.0,5.0,130.0,5.0
5226,Nagasandra,1470.0,2.0,110.0,2.0
5227,Nagasandra,1310.0,3.0,95.0,3.0
5229,Nagasandra,7000.0,8.0,450.0,8.0
5230,Nagasandra,1650.0,3.0,95.0,3.0
5231,Nagasandra,1500.0,2.0,91.0,2.0
5233,Nagavara,400.0,1.0,14.0,1.0
5234,Nagavara,2172.65,3.0,120.0,3.0
5236,Nagavara,2319.0,3.0,180.0,3.0
5237,Nagavara,2430.0,4.0,180.0,4.0
5245,Nagavarapalya,1392.0,2.0,99.0,2.0
5246,Nagavarapalya,705.0,1.0,52.5,1.0
5247,Nagavarapalya,1300.0,3.0,80.0,3.0
5248,Nagavarapalya,705.0,1.0,57.0,1.0
5249,Nagavarapalya,705.0,1.0,55.0,1.0
5250,Nagavarapalya,705.0,1.0,57.0,1.0
5251,Nagavarapalya,1335.0,2.0,110.0,2.0
5252,Nagavarapalya,1260.0,2.0,85.5,2.0
5253,Narayanapura,1308.0,2.0,89.04,2.0
5255,Narayanapura,1485.0,3.0,85.0,3.0
5257,Narayanapura,1308.0,2.0,89.04,2.0
5258,Narayanapura,2357.0,3.0,135.0,3.0
5259,Narayanapura,2357.0,3.0,135.0,3.0
5260,Narayanapura,1469.0,2.0,99.14,2.0
5264,Neeladri Nagar,674.0,1.0,21.0,1.0
5265,Neeladri Nagar,527.0,1.0,26.0,1.0
5268,Neeladri Nagar,640.0,1.0,20.5,1.0
5269,Neeladri Nagar,4000.0,12.0,160.0,12.0
5273,Nehru Nagar,1775.0,3.0,110.0,3.0
5278,Nehru Nagar,1674.0,3.0,90.0,3.0
5282,OMBR Layout,2420.0,3.0,185.0,3.0
5283,OMBR Layout,1078.0,2.0,65.0,2.0
5284,OMBR Layout,1101.0,2.0,65.5,2.0
5285,OMBR Layout,1041.0,2.0,65.5,2.0
5286,OMBR Layout,1300.0,2.0,80.0,2.0
5287,OMBR Layout,1085.0,2.0,64.0,2.0
5288,OMBR Layout,1855.0,3.0,145.0,3.0
5290,OMBR Layout,1730.0,3.0,93.0,3.0
5291,OMBR Layout,1165.0,2.0,88.5,2.0
5292,OMBR Layout,1101.0,2.0,66.0,2.0
5293,OMBR Layout,3400.0,4.0,275.0,4.0
5295,Old Airport Road,2732.0,4.0,204.0,4.0
5296,Old Airport Road,1875.0,2.0,110.0,2.0
5297,Old Airport Road,3356.0,4.0,251.0,4.0
5298,Old Airport Road,1206.0,2.0,75.0,2.0
5299,Old Airport Road,2774.0,4.0,207.0,4.0
5300,Old Airport Road,2690.0,4.0,191.0,4.0
5301,Old Airport Road,2690.0,4.0,199.0,4.0
5302,Old Airport Road,1655.0,2.0,97.65,2.0
5303,Old Airport Road,1075.0,2.0,60.0,2.0
5304,Old Airport Road,1858.0,2.0,167.0,2.0
5305,Old Airport Road,1150.0,2.0,90.0,2.0
5306,Old Airport Road,2690.0,4.0,191.0,4.0
5308,Old Airport Road,946.0,2.0,58.0,2.0
5309,Old Airport Road,2774.0,4.0,208.0,4.0
5310,Old Airport Road,2774.0,4.0,208.0,4.0
5311,Old Airport Road,3200.0,4.0,280.0,4.0
5312,Old Airport Road,2690.0,4.0,201.0,4.0
5313,Old Airport Road,1145.0,2.0,75.0,2.0
5314,Old Airport Road,2732.0,4.0,194.0,4.0
5316,Old Airport Road,2774.0,4.0,197.0,4.0
5317,Old Airport Road,3496.0,4.0,262.0,4.0
5318,Old Airport Road,2774.0,4.0,197.0,4.0
5319,Old Airport Road,2732.0,4.0,204.0,4.0
5320,Old Airport Road,1798.0,3.0,150.0,3.0
5321,Old Airport Road,2774.0,4.0,208.0,4.0
5322,Old Airport Road,1184.0,2.0,78.0,2.0
5323,Old Airport Road,3504.0,4.0,262.0,4.0
5324,Old Airport Road,1055.0,2.0,75.0,2.0
5325,Old Madras Road,1425.0,2.0,94.0,2.0
5329,Old Madras Road,1720.0,3.0,100.0,3.0
5330,Old Madras Road,1200.0,2.0,72.0,2.0
5332,Old Madras Road,1100.0,2.0,70.0,2.0
5334,Old Madras Road,1171.0,2.0,75.0,2.0
5339,Old Madras Road,2010.0,3.0,125.0,3.0
5340,Old Madras Road,2010.0,3.0,115.0,3.0
5341,Old Madras Road,1480.0,2.0,84.0,2.0
5343,Old Madras Road,1210.0,2.0,74.0,2.0
5344,Old Madras Road,1171.0,2.0,72.0,2.0
5346,Old Madras Road,1480.0,3.0,95.0,3.0
5348,Old Madras Road,1210.0,2.0,80.0,2.0
5349,Old Madras Road,1859.0,3.0,121.0,3.0
5353,Old Madras Road,2300.0,3.0,142.0,3.0
5355,Old Madras Road,1210.0,2.0,80.0,2.0
5356,Old Madras Road,1210.0,2.0,77.0,2.0
5357,Old Madras Road,1330.0,2.0,74.0,2.0
5358,Old Madras Road,1720.0,3.0,106.0,3.0
5360,Old Madras Road,2990.0,3.0,170.0,3.0
5362,Old Madras Road,1171.0,2.0,73.0,2.0
5363,Old Madras Road,1630.0,3.0,110.0,3.0
5365,Old Madras Road,2640.0,2.0,170.0,2.0
5367,Padmanabhanagar,1020.0,2.0,63.0,2.0
5369,Padmanabhanagar,1258.0,2.0,115.0,2.0
5371,Padmanabhanagar,1100.0,2.0,65.0,2.0
5372,Padmanabhanagar,3400.0,3.0,210.0,3.0
5375,Padmanabhanagar,1360.0,2.0,75.0,2.0
5376,Padmanabhanagar,4500.0,4.0,360.0,4.0
5379,Padmanabhanagar,1000.0,1.0,90.0,1.0
5381,Padmanabhanagar,1250.0,2.0,70.0,2.0
5383,Padmanabhanagar,1360.0,3.0,75.0,3.0
5385,Padmanabhanagar,2051.0,3.0,180.0,3.0
5386,Padmanabhanagar,2051.0,3.0,170.0,3.0
5388,Pai Layout,1550.0,2.0,90.0,2.0
5392,Pai Layout,1255.0,2.0,80.0,2.0
5404,Panathur,1359.0,2.0,87.0,2.0
5405,Panathur,1438.0,2.0,100.0,2.0
5406,Panathur,1688.0,3.0,118.0,3.0
5408,Panathur,1198.0,2.0,77.0,2.0
5409,Panathur,1180.0,2.0,70.0,2.0
5410,Panathur,1546.0,3.0,99.0,3.0
5412,Panathur,1000.0,2.0,65.3,2.0
5413,Panathur,1109.0,2.0,63.0,2.0
5414,Panathur,1000.0,2.0,68.0,2.0
5415,Panathur,1255.0,2.0,79.0,2.0
5417,Panathur,1210.0,2.0,85.0,2.0
5418,Panathur,1198.0,2.0,82.0,2.0
5420,Panathur,1210.0,2.0,80.0,2.0
5421,Panathur,1210.0,2.0,77.0,2.0
5422,Panathur,661.0,1.0,40.0,1.0
5423,Panathur,1713.0,3.0,120.0,3.0
5424,Panathur,1210.0,2.0,78.0,2.0
5426,Panathur,1050.0,2.0,60.0,2.0
5427,Panathur,1398.0,2.0,97.0,2.0
5429,Panathur,1007.0,2.0,64.0,2.0
5430,Panathur,1210.0,2.0,77.93,2.0
5431,Panathur,1230.0,2.0,80.0,2.0
5432,Panathur,980.0,2.0,57.0,2.0
5433,Panathur,1075.0,2.0,60.0,2.0
5434,Panathur,1210.0,2.0,69.0,2.0
5435,Panathur,1343.0,2.0,76.0,2.0
5445,Parappana Agrahara,1200.0,1.0,45.0,1.0
5477,Prithvi Layout,2028.0,4.0,162.0,4.0
5478,Prithvi Layout,1352.0,2.0,87.5,2.0
5479,Prithvi Layout,1190.0,2.0,68.0,2.0
5480,Prithvi Layout,1352.0,2.0,85.0,2.0
5481,Prithvi Layout,1352.0,2.0,75.0,2.0
5482,Prithvi Layout,2273.0,4.0,220.0,4.0
5483,Prithvi Layout,1352.0,3.0,93.0,3.0
5484,Prithvi Layout,2273.0,4.0,192.0,4.0
5486,Prithvi Layout,2100.0,3.0,125.0,3.0
5488,R.T. Nagar,1200.0,2.0,120.0,2.0
5489,R.T. Nagar,1560.0,3.0,85.0,3.0
5493,R.T. Nagar,1140.0,3.0,130.0,3.0
5494,R.T. Nagar,970.0,2.0,55.0,2.0
5495,R.T. Nagar,1560.0,3.0,125.0,3.0
5498,R.T. Nagar,1400.0,2.0,78.0,2.0
5499,R.T. Nagar,1200.0,3.0,140.0,3.0
5500,R.T. Nagar,1100.0,3.0,125.0,3.0
5501,R.T. Nagar,1150.0,2.0,72.0,2.0
5502,R.T. Nagar,1500.0,4.0,185.0,4.0
5506,R.T. Nagar,1800.0,3.0,120.0,3.0
5507,R.T. Nagar,1300.0,3.0,145.0,3.0
5509,R.T. Nagar,1100.0,2.0,85.0,2.0
5510,R.T. Nagar,1667.0,3.0,130.0,3.0
5530,Rachenahalli,690.0,1.0,39.8,1.0
5533,Rachenahalli,1100.0,2.0,68.0,2.0
5542,Rachenahalli,1856.0,3.0,106.0,3.0
5545,Rachenahalli,2600.0,3.0,160.0,3.0
5562,Raja Rajeshwari Nagar,600.0,1.0,22.0,1.0
5564,Raja Rajeshwari Nagar,500.0,1.0,25.0,1.0
5567,Raja Rajeshwari Nagar,1105.0,2.0,65.0,2.0
5578,Raja Rajeshwari Nagar,1570.0,3.0,88.0,3.0
5592,Raja Rajeshwari Nagar,648.0,1.0,31.75,1.0
5600,Raja Rajeshwari Nagar,4800.0,8.0,225.0,8.0
5603,Raja Rajeshwari Nagar,550.0,1.0,21.0,1.0
5621,Raja Rajeshwari Nagar,1235.0,2.0,75.0,2.0
5624,Raja Rajeshwari Nagar,1162.0,2.0,65.0,2.0
5634,Raja Rajeshwari Nagar,1178.0,2.0,75.0,2.0
5638,Raja Rajeshwari Nagar,1525.0,2.0,99.13,2.0
5649,Raja Rajeshwari Nagar,3600.0,9.0,240.0,9.0
5654,Raja Rajeshwari Nagar,1160.0,2.0,70.0,2.0
5662,Raja Rajeshwari Nagar,1550.0,3.0,86.8,3.0
5676,Raja Rajeshwari Nagar,1757.0,3.0,98.0,3.0
5694,Raja Rajeshwari Nagar,1021.0,3.0,59.0,3.0
5696,Raja Rajeshwari Nagar,1500.0,3.0,88.0,3.0
5697,Raja Rajeshwari Nagar,1168.0,2.0,66.0,2.0
5698,Raja Rajeshwari Nagar,1400.0,2.0,86.0,2.0
5699,Raja Rajeshwari Nagar,1157.0,2.0,65.0,2.0
5711,Raja Rajeshwari Nagar,510.0,1.0,22.0,1.0
5714,Rajaji Nagar,3300.0,4.0,600.0,4.0
5715,Rajaji Nagar,1640.0,3.0,229.0,3.0
5716,Rajaji Nagar,2390.0,3.0,415.0,3.0
5717,Rajaji Nagar,2390.0,3.0,410.0,3.0
5718,Rajaji Nagar,1725.0,3.0,200.0,3.0
5719,Rajaji Nagar,3516.0,4.0,540.0,4.0
5720,Rajaji Nagar,1640.0,3.0,223.0,3.0
5721,Rajaji Nagar,3526.0,4.0,492.0,4.0
5722,Rajaji Nagar,1800.0,4.0,324.0,4.0
5723,Rajaji Nagar,3526.0,4.0,558.0,4.0
5724,Rajaji Nagar,2849.0,5.0,300.0,5.0
5725,Rajaji Nagar,1800.0,3.0,260.0,3.0
5726,Rajaji Nagar,1640.0,3.0,241.0,3.0
5727,Rajaji Nagar,1370.0,2.0,170.0,2.0
5728,Rajaji Nagar,2409.0,3.0,360.0,3.0
5729,Rajaji Nagar,3436.0,6.0,475.0,6.0
5730,Rajaji Nagar,1718.0,3.0,288.0,3.0
5731,Rajaji Nagar,2386.0,3.0,334.0,3.0
5732,Rajaji Nagar,3436.0,6.0,500.0,6.0
5733,Rajaji Nagar,1200.0,2.0,150.0,2.0
5734,Rajaji Nagar,1160.0,1.0,163.0,1.0
5735,Rajaji Nagar,660.0,1.0,75.0,1.0
5736,Rajaji Nagar,1440.0,2.0,170.0,2.0
5737,Rajaji Nagar,2448.0,3.0,400.0,3.0
5738,Rajaji Nagar,1440.0,2.0,185.0,2.0
5739,Rajaji Nagar,1640.0,3.0,230.0,3.0
5740,Rajaji Nagar,3730.0,4.0,370.0,4.0
5741,Rajaji Nagar,1800.0,2.0,250.0,2.0
5742,Rajaji Nagar,3100.0,4.0,550.0,4.0
5743,Rajaji Nagar,3526.0,4.0,598.0,4.0
5744,Rajaji Nagar,1357.0,2.0,130.0,2.0
5745,Rajaji Nagar,2300.0,3.0,369.0,3.0
5746,Rajaji Nagar,1640.0,3.0,220.0,3.0
5747,Rajaji Nagar,2500.0,3.0,350.0,3.0
5748,Rajaji Nagar,1615.0,3.0,175.0,3.0
5749,Rajaji Nagar,1776.0,3.0,190.0,3.0
5750,Rajaji Nagar,2559.0,3.0,403.0,3.0
5751,Rajaji Nagar,1763.0,3.0,262.0,3.0
5752,Rajaji Nagar,1640.0,3.0,220.0,3.0
5753,Rajaji Nagar,1613.0,3.0,150.0,3.0
5754,Rajaji Nagar,1380.0,3.0,130.0,3.0
5755,Rajaji Nagar,2400.0,3.0,320.0,3.0
5756,Rajaji Nagar,1800.0,3.0,240.0,3.0
5757,Rajaji Nagar,2533.0,3.0,425.0,3.0
5758,Rajaji Nagar,1268.0,2.0,127.0,2.0
5759,Rajaji Nagar,2450.0,3.0,330.0,3.0
5760,Rajaji Nagar,1640.0,3.0,262.0,3.0
5761,Rajaji Nagar,1200.0,1.0,200.0,1.0
5762,Rajaji Nagar,2367.0,3.0,375.0,3.0
5763,Rajaji Nagar,2440.0,2.0,415.0,2.0
5764,Rajaji Nagar,1640.0,3.0,251.0,3.0
5765,Rajaji Nagar,2733.0,5.0,259.0,5.0
5766,Rajaji Nagar,1640.0,3.0,268.0,3.0
5767,Rajaji Nagar,2367.0,4.0,340.0,4.0
5768,Rajaji Nagar,1720.0,3.0,224.0,3.0
5769,Rajaji Nagar,3600.0,5.0,510.0,5.0
5770,Rajaji Nagar,1350.0,4.0,230.0,4.0
5771,Rajaji Nagar,1700.0,3.0,200.0,3.0
5772,Rajaji Nagar,2300.0,4.0,240.0,4.0
5773,Rajaji Nagar,2400.0,5.0,408.0,5.0
5774,Rajaji Nagar,2500.0,3.0,340.0,3.0
5775,Rajaji Nagar,2390.0,3.0,372.0,3.0
5776,Rajaji Nagar,2415.0,3.0,399.0,3.0
5777,Rajaji Nagar,1718.0,3.0,275.0,3.0
5778,Rajaji Nagar,1763.0,3.0,240.0,3.0
5779,Rajaji Nagar,2367.0,3.0,320.0,3.0
5780,Rajaji Nagar,2409.0,3.0,395.0,3.0
5781,Rajaji Nagar,1314.0,2.0,225.0,2.0
5782,Rajaji Nagar,1440.0,2.0,165.0,2.0
5783,Rajaji Nagar,1640.0,3.0,245.0,3.0
5784,Rajiv Nagar,1690.0,3.0,125.0,3.0
5785,Rajiv Nagar,1263.0,2.0,93.32,2.0
5788,Rajiv Nagar,1330.0,2.0,93.0,2.0
5790,Rajiv Nagar,1309.0,2.0,80.0,2.0
5797,Ramagondanahalli,1610.0,2.0,111.0,2.0
5798,Ramagondanahalli,540.0,1.0,30.0,1.0
5802,Ramagondanahalli,2257.0,4.0,157.0,4.0
5804,Ramagondanahalli,1610.0,2.0,115.0,2.0
5805,Ramagondanahalli,920.0,2.0,65.0,2.0
5809,Ramagondanahalli,1295.0,2.0,95.0,2.0
5812,Ramagondanahalli,2257.0,3.0,159.0,3.0
5813,Ramagondanahalli,1295.0,2.0,95.0,2.0
5815,Ramagondanahalli,1910.0,3.0,142.0,3.0
5819,Ramagondanahalli,1610.0,2.0,115.0,2.0
5824,Ramagondanahalli,1910.0,3.0,150.0,3.0
5826,Ramagondanahalli,2040.0,3.0,114.0,3.0
5831,Ramagondanahalli,1610.0,2.0,112.0,2.0
5832,Ramagondanahalli,1610.0,2.0,115.0,2.0
5836,Ramagondanahalli,1125.0,2.0,75.0,2.0
5838,Ramagondanahalli,2257.0,3.0,155.0,3.0
5839,Ramagondanahalli,1500.0,3.0,100.0,3.0
5841,Ramagondanahalli,1910.0,3.0,131.0,3.0
5847,Ramamurthy Nagar,1200.0,3.0,72.0,3.0
5848,Ramamurthy Nagar,360.0,1.0,26.0,1.0
5850,Ramamurthy Nagar,1200.0,2.0,66.0,2.0
5851,Ramamurthy Nagar,1525.0,3.0,100.0,3.0
5852,Ramamurthy Nagar,1200.0,2.0,80.0,2.0
5855,Ramamurthy Nagar,1100.0,2.0,68.0,2.0
5859,Ramamurthy Nagar,850.0,2.0,65.0,2.0
5862,Ramamurthy Nagar,1110.0,2.0,65.0,2.0
5864,Ramamurthy Nagar,1200.0,2.0,78.0,2.0
5866,Ramamurthy Nagar,600.0,1.0,43.0,1.0
5867,Ramamurthy Nagar,1006.0,2.0,57.0,2.0
